Final patched KSP GameData PART inventory: 1439 parts
Source: ModuleManager.ConfigCache

0001 | ALCOR_LanderCapsule | ALCOR Pod(A) | cat=Pods | mass=1.800000 t | bulk=size1 | engines=- | gimbal=- deg | ASET/ALCOR/Part/ALCOR.cfg
1318 | rotor_03s | EM-64S Heavy Rotor | cat=Robotics | mass=0.550000 t | bulk=size1 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/rotor_03s.cfg
1319 | RotorEngine_02 | R121 Turboshaft Engine | cat=Robotics | mass=0.600000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/RotorEngine_02.cfg
1320 | RotorEngine_03 | R7000 Turboshaft Engine | cat=Robotics | mass=1.200000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/RotorEngine_03.cfg
1321 | rotoServo_00 | Rotation Servo M-06 | cat=Robotics | mass=0.016000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/rotoServo_00.cfg
1322 | rotoServo_02 | Rotation Servo F-12 | cat=Robotics | mass=0.060000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/rotoServo_02.cfg
1323 | rotoServo_03 | Rotation Servo M-12 | cat=Robotics | mass=0.080000 t | bulk=size0 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/rotoServo_03.cfg
1324 | rotoServo_04 | Rotation Servo M-25 | cat=Robotics | mass=0.480000 t | bulk=size1 | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Robotics/rotoServo_04.cfg
1325 | RobotArmScanner_S1 | CRSY Light Scanning Arm | cat=Science | mass=0.060000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Science/RobotArmScanner/RobotArmScanner_S1.cfg
1326 | RobotArmScanner_S2 | SPRT Medium Scanning Arm | cat=Science | mass=0.140000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Science/RobotArmScanner/RobotArmScanner_S2.cfg
1327 | RobotArmScanner_S3 | OP-E Large Scanning Arm | cat=Science | mass=0.300000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Science/RobotArmScanner/RobotArmScanner_S3.cfg
1328 | lGripPad | GP-156 Grip Pad | cat=Structural | mass=0.078000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Structural/gripPads/lGripPad.cfg
1329 | lGripStrip | GPS-156 Grip Strip | cat=Structural | mass=0.078000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Structural/gripPads/lGripStrip.cfg
1330 | mGripPad | GP-036 Grip Pad | cat=Structural | mass=0.018000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Structural/gripPads/mGripPad.cfg
1331 | sGripPad | GP-004 Grip Pad | cat=Structural | mass=0.002000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Structural/gripPads/sGripPad.cfg
1332 | sGripStrip | GPS-025 Grip Strip | cat=Structural | mass=0.012000 t | bulk=srf | engines=- | gimbal=- deg | SquadExpansion/Serenity/Parts/Structural/gripPads/sGripStrip.cfg
1333 | SEP_23_BOOSTER_CLUSTER | Behemoth "Andrada" Engine Cluster | cat=Engine | mass=0.000000 t | bulk=None | engines=AllEngines 1000 kN; MiddleInner 1000 kN; CenterThree 1000 kN | gimbal=7, 7 deg | StarshipExpansionProject/Parts/SEP_23_BOOSTER_CLUSTER.cfg
1334 | SEP_23_BOOSTER_GRIDFIN | Behemoth Grid Fins | cat=Aero | mass=0.700000 t | bulk=srf | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_BOOSTER_GRIDFIN.cfg
1335 | SEP_23_BOOSTER_HSR | Behemoth Hot Stage Ring | cat=Coupling | mass=5.000000 t | bulk=size4, srf | engines=hotstage .15 kN | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_BOOSTER_HSR.cfg
1336 | SEP_23_BOOSTER_INTEGRATED | Behemoth Core | cat=FuelTank | mass=55.000000 t | bulk=size4, srf | engines=Vents 1 kN | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_BOOSTER_INTEGRATED.cfg
1337 | SEP_23_RAPTOR2_SL_RB | MK2 SL-B "Nagata" Engine | cat=Engine | mass=1.500000 t | bulk=size1 | engines=nagata 308 kN | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_RAPTOR2_SL_RB.cfg
1338 | SEP_23_RAPTOR2_SL_RC | MK2 SL-C "Nagata" Engine | cat=Engine | mass=1.500000 t | bulk=size1 | engines=nagata 308 kN | gimbal=? deg | StarshipExpansionProject/Parts/SEP_23_RAPTOR2_SL_RC.cfg
1339 | SEP_23_RAPTOR_VAC | MK2 Vacuum "Draper" Engine | cat=Engine | mass=2.000000 t | bulk=size1 | engines=draper 308 kN | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_RAPTOR_VAC.cfg
1340 | SEP_23_RingSection | Donnager MK-1 Ship Ring Section | cat=Structural | mass=0.500000 t | bulk=size4, srf | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_RingSection.cfg
1341 | SEP_23_SHIP_AFT_LEFT | Donnager MK-1 Rear Left Flap | cat=Aero | mass=1.300000 t | bulk=srf | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_SHIP_AFT_LEFT.cfg
1342 | SEP_23_SHIP_AFT_RIGHT | Donnager MK-1 Rear Right Flap | cat=Aero | mass=1.300000 t | bulk=srf | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_SHIP_AFT_RIGHT.cfg
1343 | SEP_23_SHIP_BODY | Donnager MK-1 Main Body | cat=FuelTank | mass=13.000000 t | bulk=size4, srf | engines=Vents 1 kN | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_SHIP_BODY.cfg
1344 | SEP_23_SHIP_BODY_EXP | Donnager MK-1 Expendable Main Body | cat=FuelTank | mass=13.000000 t | bulk=size4, srf | engines=Vents 1 kN | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_SHIP_BODY_EXP.cfg
1345 | SEP_23_SHIP_CARGO | Donnager MK-1 Cargo Module | cat=Pods | mass=9.000000 t | bulk=size4 | engines=SEPVaporEngine 0.0001 kN; Vents 1 kN | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_SHIP_CARGO.cfg
1346 | SEP_23_SHIP_CARGO_EXP | Donnager MK-1 Expendable Cargo Module | cat=Pods | mass=9.000000 t | bulk=size4 | engines=SEPVaporEngine 0.0001 kN | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_SHIP_CARGO_EXP.cfg
1347 | SEP_23_SHIP_CREW | Donnager MK-1 Crew Module | cat=Pods | mass=10.000000 t | bulk=size4 | engines=SEPVaporEngine 0.0001 kN; Vents 1 kN | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_SHIP_CREW.cfg
1348 | SEP_23_SHIP_CREW_EXP | Donnager MK-1 Expendable Crew Module | cat=Pods | mass=9.000000 t | bulk=size4 | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_SHIP_CREW_EXP.cfg
1349 | SEP_23_SHIP_DEPOT | Donnager MK-1 Depot | cat=FuelTank | mass=23.000000 t | bulk=size4, srf | engines=SEPVaporEngine 0.0001 kN; Vents 1 kN | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_SHIP_DEPOT.cfg
1350 | SEP_23_SHIP_FWD_LEFT | Donnager MK-1 Front Left Flap | cat=Aero | mass=0.980000 t | bulk=srf | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_SHIP_FWD_LEFT.cfg
1351 | SEP_23_SHIP_FWD_RIGHT | Donnager MK-1 Front Right Flap | cat=Aero | mass=0.980000 t | bulk=srf | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_SHIP_FWD_RIGHT.cfg
1352 | SEP_23_SHIP_HEADER | Donnager MK-1 Header Tank | cat=FuelTank | mass=1.000000 t | bulk=size4 | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_SHIP_HEADER.cfg
1353 | SEP_23_SHIP_NOSE_EXP | Donnager MK-1 Expendable Nosecone Module | cat=Pods | mass=10.000000 t | bulk=size4 | engines=SEPVaporEngine 0.0001 kN | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_SHIP_NOSE_EXP.cfg
1354 | SEP_23_SHIP_TANKER | Donnager MK-1 Tanker Module | cat=Pods | mass=9.000000 t | bulk=size4 | engines=SEPVaporEngine 0.0001 kN; Vents 1 kN | gimbal=- deg | StarshipExpansionProject/Parts/SEP_23_SHIP_TANKER.cfg
1355 | SEP_24_HOPPY | Donnager MK-2 Hopper | cat=FuelTank | mass=6.000000 t | bulk=size4, srf | engines=Vents 1 kN | gimbal=- deg | StarshipExpansionProject/Parts/SEP_24_HOPPY.cfg
1356 | SEP_24_SHIP_PROTO_AFT_LEFT | Donnager MK-2 Rear Left Flap | cat=Aero | mass=1.300000 t | bulk=srf | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_24_SHIP_PROTO_AFT_LEFT.cfg
1357 | SEP_24_SHIP_PROTO_AFT_RIGHT | Donnager MK-2 Rear Right Flap | cat=Aero | mass=1.300000 t | bulk=srf | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_24_SHIP_PROTO_AFT_RIGHT.cfg
1358 | SEP_24_SHIP_PROTO_BODY | Donnager MK-2 Main Body | cat=FuelTank | mass=13.000000 t | bulk=size4, srf | engines=Vents 1 kN | gimbal=- deg | StarshipExpansionProject/Parts/SEP_24_SHIP_PROTO_BODY.cfg
1359 | SEP_24_SHIP_PROTO_FWD_LEFT | Donnager MK-2 Front Left Flap | cat=Aero | mass=0.980000 t | bulk=srf | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_24_SHIP_PROTO_FWD_LEFT.cfg
1360 | SEP_24_SHIP_PROTO_FWD_RIGHT | Donnager MK-2 Front Right Flap | cat=Aero | mass=0.980000 t | bulk=srf | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_24_SHIP_PROTO_FWD_RIGHT.cfg
1361 | SEP_24_SHIP_PROTO_NOSE | Donnager MK-2 Nose Module | cat=Pods | mass=10.000000 t | bulk=size4 | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_24_SHIP_PROTO_NOSE.cfg
1362 | SEP_24_STRUCTURAL | Donnager MK-2 Structural Part | cat=Structural | mass=0.300000 t | bulk=size4 | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_24_STRUCTURAL.cfg
1363 | SEP_comm_Laser | Laser Communication and Celestial Navigation System | cat=Communication | mass=0.200000 t | bulk=srf | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_COMM_LASER/SEP_comm_Laser.cfg
1364 | SEP_solar_Panel | Radial Photovoltaic Panels | cat=Electrical | mass=0.250000 t | bulk=srf | engines=- | gimbal=- deg | StarshipExpansionProject/Parts/SEP_SOLAR_PANEL/SEP_solar_Panel.cfg
1365 | Starship Landing Leg | Starship Landing Legs | cat=Ground | mass=0.200000 t | bulk=srf | engines=- | gimbal=- deg | StarshipLegs/LandingLeg.cfg
1366 | systemheat-coolant-tank-radial-1 | PK-15 Coolant Tank | cat=Thermal | mass=0.140000 t | bulk=srf | engines=- | gimbal=- deg | SystemHeat/Parts/systemheat-coolant-tank-radial-1.cfg
1367 | systemheat-exchanger-1 | PX-1F Heat Exchanger | cat=Thermal | mass=0.140000 t | bulk=srf | engines=- | gimbal=- deg | SystemHeat/Parts/systemheat-exchanger-1.cfg
1368 | systemheat-sink-1 | PSK-200 Heat Sink | cat=none | mass=0.140000 t | bulk=srf | engines=- | gimbal=- deg | SystemHeat/Parts/systemheat-sink-1.cfg
1369 | TE_19_F910_S1_Engine | VL-9D "Octopus" Liquid Fuel Engine | cat=Engine | mass=9.400000 t | bulk=size3 | engines=AllEngines 1600 kN | gimbal=2 deg | TundraExploration/Parts/Bagorah9/TE_19_F910_S1_Engine.cfg
1370 | TE_19_F910_S1_Tank | Bagorah K1-125 Tank | cat=Propulsion | mass=7.800000 t | bulk=size3, srf | engines=- | gimbal=- deg | TundraExploration/Parts/Bagorah9/TE_19_F910_S1_Tank.cfg
1371 | TE_19_F910_S2_Engine | RU-1C "Marlin" Vacuum Engine | cat=Engine | mass=3.400000 t | bulk=size2 | engines=- 352 kN | gimbal=2 deg | TundraExploration/Parts/Bagorah9/TE_19_F910_S2_Engine.cfg
1372 | TE_19_F910_S2_Tank | Bagorah K2-42 Tank | cat=FuelTank | mass=1.350000 t | bulk=size3, srf | engines=- | gimbal=- deg | TundraExploration/Parts/Bagorah9/TE_19_F910_S2_Tank.cfg
1373 | TE_21_F1_Fairing_Half | Mothra Aerodynamic Fairing | cat=Payload | mass=0.034000 t | bulk=size2 | engines=- | gimbal=- deg | TundraExploration/Parts/Falcon1/TE_21_F1_Fairing_Half.cfg
1374 | TE_F1_Interstage | TE-6B Small Stack Decoupler | cat=Coupling | mass=0.050000 t | bulk=size1 | engines=- | gimbal=- deg | TundraExploration/Parts/Falcon1/TE_F1_Interstage.cfg
1375 | TE_F1_PayloadFairing | Mothra Aerodynamic Fairing Adapter | cat=Payload | mass=0.075000 t | bulk=size1 | engines=- | gimbal=- deg | TundraExploration/Parts/Falcon1/TE_F1_PayloadFairing.cfg
1376 | TE_F1_S1_Engine | RU-1Ci "Marlin 1Ci" Booster Engine | cat=Engine | mass=0.900000 t | bulk=size2 | engines=- 198 kN | gimbal=6 deg | TundraExploration/Parts/Falcon1/TE_F1_S1_Engine.cfg
1377 | TE_F1_S1_Tank | Mothra B1-21 Fueltank | cat=Propulsion | mass=0.800000 t | bulk=size2, srf | engines=- | gimbal=- deg | TundraExploration/Parts/Falcon1/TE_F1_S1_Tank.cfg
1378 | TE_F1_S2_Engine | Tetra VAC Engine | cat=Engine | mass=0.200000 t | bulk=size2 | engines=- 26 kN | gimbal=4 deg | TundraExploration/Parts/Falcon1/TE_F1_S2_Engine.cfg
1379 | TE_F1_S2_Tank | Mothra B2-52 Fueltank | cat=Propulsion | mass=0.160000 t | bulk=size2, srf | engines=- | gimbal=- deg | TundraExploration/Parts/Falcon1/TE_F1_S2_Tank.cfg
1380 | TE_Ghidorah_Erector | Ghidorah Launcher Platform | cat=Structural | mass=1000.000000 t | bulk=size3 | engines=- | gimbal=- deg | TundraExploration/Parts/FALCON_CLAMP/FALCON_CLAMP.cfg
1381 | TE_Ghidorah_Erector_2 | Ghidorah 40 Launcher Platform | cat=Structural | mass=1000.000000 t | bulk=size3 | engines=- | gimbal=- deg | TundraExploration/Parts/FALCON_CLAMP/TE_Ghidorah_Erector_2.cfg
1382 | TE_Ghidorah_Erector_3 | Bagorah 40 Launcher Platform | cat=Structural | mass=1000.000000 t | bulk=size3 | engines=- | gimbal=- deg | TundraExploration/Parts/FALCON_CLAMP/TE_Ghidorah_Erector_3.cfg
1383 | TE2_19_F9_CGT | Advanced Haddock Gas Thruster | cat=Control | mass=0.080000 t | bulk=srf | engines=- | gimbal=- deg | TundraExploration/Parts/Ghidorah9/TE2_19_F9_CGT.cfg
1384 | TE2_19_F9_Merlin_1D | DF-1K Marlin Liquid Fuel Engine | cat=Propulsion | mass=1.000000 t | bulk=size3 | engines=- 250 kN | gimbal=2 deg | TundraExploration/Parts/Ghidorah9/TE2_19_F9_Merlin_1D.cfg
1385 | TE_19_F9_Fairing | G-01 Fairing Half | cat=Payload | mass=0.200000 t | bulk=size3 | engines=- | gimbal=- deg | TundraExploration/Parts/Ghidorah9/TE_19_F9_Fairing.cfg
1386 | TE_F9_Fairing_Adapter | T-25 Fairing Adapter | cat=Payload | mass=0.800000 t | bulk=size2 | engines=- | gimbal=- deg | TundraExploration/Parts/Ghidorah9/TE_19_F9_Fairing_Adapter.cfg
1387 | TE_19_F9_S1_Engine | VL-9R "Octopus" Liquid Fuel Engine | cat=Propulsion | mass=9.400000 t | bulk=size3 | engines=AllEngines 2560 kN; ThreeLanding 1706 kN; CenterOnly 764 kN | gimbal=2, 2 deg | TundraExploration/Parts/Ghidorah9/TE_19_F9_S1_Engine.cfg
1388 | TE_19_F9_S1_Interstage | VC-13B Booster Guidance Unit | cat=Coupling | mass=0.300000 t | bulk=size2 | engines=- | gimbal=25 deg | TundraExploration/Parts/Ghidorah9/TE_19_F9_S1_Interstage.cfg
1389 | TE_19_F9_S1_Tank | Ghidorah K1-180 Tank | cat=Propulsion | mass=11.200000 t | bulk=size3, srf | engines=- | gimbal=- deg | TundraExploration/Parts/Ghidorah9/TE_19_F9_S1_Tank.cfg
1390 | TE_19_F9_S2_Engine | RU-1K "Marlin" Vacuum Engine | cat=Engine | mass=4.200000 t | bulk=size2 | engines=- 580 kN | gimbal=2 deg | TundraExploration/Parts/Ghidorah9/TE_19_F9_S2_Engine.cfg
1391 | TE_19_F9_S2_Tank | Ghidorah K2-81 Tank | cat=Propulsion | mass=2.600000 t | bulk=size3, srf | engines=- | gimbal=- deg | TundraExploration/Parts/Ghidorah9/TE_19_F9_S2_Tank.cfg
1392 | TE_19_FH_NoseCone | GH-01 Nose Cone Guidance Unit | cat=Pods | mass=0.300000 t | bulk=size2 | engines=- | gimbal=- deg | TundraExploration/Parts/Ghidorah9/TE_19_FH_NoseCone.cfg
1393 | TE_21_F9_Extended_Fairing | G-02 Extended Fairing Half | cat=Payload | mass=0.240000 t | bulk=size3 | engines=- | gimbal=- deg | TundraExploration/Parts/Ghidorah9/TE_21_F9_Extended_Fairing.cfg
1394 | TE_21_Rideshare_Adapter_0625 | T-625 Rideshare Adapter | cat=Payload | mass=0.070000 t | bulk=size2 | engines=- | gimbal=- deg | TundraExploration/Parts/Ghidorah9/TE_21_Rideshare_Adapter_0625.cfg
1395 | TE_21_Rideshare_Adapter_TOP | T-625 Top Rideshare Adapter | cat=Payload | mass=0.040000 t | bulk=size2 | engines=- | gimbal=- deg | TundraExploration/Parts/Ghidorah9/TE_21_Rideshare_Adapter_TOP.cfg
1396 | TE_19_F9_S1_Octaweb | VL-9S "Octopus" Structure | cat=Structural | mass=0.400000 t | bulk=size3 | engines=- | gimbal=- deg | TundraExploration/Parts/Ghidorah9/TE_23_F9_S1_Engine_Empty.cfg
1397 | TE_F9_S2_RCS | 3-way Barracuda Thruster | cat=Control | mass=0.010000 t | bulk=srf | engines=- | gimbal=- deg | TundraExploration/Parts/Ghidorah9/TE_23_F9_S2_RCS.cfg
1398 | TE_FH_Decoupler | GH-02 Booster Decoupler | cat=Coupling | mass=0.001000 t | bulk=srf | engines=- | gimbal=- deg | TundraExploration/Parts/Ghidorah9/TE_FH_Decoupler.cfg
1399 | TT_21_Rideshare_Adapter_03125 | T-3125 Rideshare Adapter | cat=Payload | mass=0.040000 t | bulk=size2 | engines=- | gimbal=- deg | TundraExploration/Parts/Ghidorah9/TT_21_Rideshare_Adapter_03125.cfg
1400 | TE_19_C-Dragon_Heatshield | PICA-289 Heatshield | cat=Thermal | mass=0.600000 t | bulk=size2 | engines=- | gimbal=- deg | TundraExploration/Parts/GiganV2/TE_19_C-Dragon_Heatshield.cfg
1401 | TE_19_C-Dragon_Pod | Gigan Command Pod | cat=Pods | mass=0.828000 t | bulk=None | engines=- | gimbal=- deg | TundraExploration/Parts/GiganV2/TE_19_C-Dragon_Pod.cfg
1402 | TE_CargoV2_Panel | WK-41 1x4 Solar Array | cat=Electrical | mass=0.150000 t | bulk=srf | engines=- | gimbal=- deg | TundraExploration/Parts/GiganV2/TE_19_C-Dragon_SolarPanel.cfg
1403 | TE_19_C-Dragon_Trunk | SRC-9 Unpressurized Cargo Trunk | cat=Payload | mass=0.300000 t | bulk=None | engines=- | gimbal=- deg | TundraExploration/Parts/GiganV2/TE_19_C-Dragon_Trunk.cfg
1404 | TE_19_C_Dragon_Decoupler | VC-13C SpaceCraft Separator | cat=Coupling | mass=0.200000 t | bulk=size2 | engines=- | gimbal=- deg | TundraExploration/Parts/GiganV2/TE_19_C_Dragon_Decoupler.cfg
1405 | TE_19_C-Dragon_Nosecone | SX-21 Aerodynamic Shroud | cat=Aero | mass=0.025000 t | bulk=srf | engines=- | gimbal=- deg | TundraExploration/Parts/GiganV2/TE_19_C_Dragon_Nosecone.cfg
1406 | TE_19_C_Dragon_Solar_Shield | UD-7 Aerodynamic Cover | cat=Aero | mass=0.025000 t | bulk=srf | engines=- | gimbal=- deg | TundraExploration/Parts/GiganV2/TE_19_C_Dragon_Solar_Shield.cfg
1407 | TE_21_DXL_Docking | Gigan XL Avionics Module | cat=Pods | mass=0.200000 t | bulk=size2 | engines=- | gimbal=- deg | TundraExploration/Parts/GiganXL/TE_21_DXL_Docking.cfg
1408 | TE_21_DXL_RCS | Advanced 3-way Barracuda Thruster | cat=Control | mass=0.080000 t | bulk=srf | engines=- | gimbal=- deg | TundraExploration/Parts/GiganXL/TE_21_DXL_RCS.cfg
1409 | TE_21_DXL_Storage | Gigan XL Storage Container | cat=Cargo | mass=0.600000 t | bulk=size2 | engines=- | gimbal=- deg | TundraExploration/Parts/GiganXL/TE_21_DXL_Storage.cfg
1410 | TE_21_DXL_Utility | Gigan XL Utility Head | cat=Utility | mass=0.400000 t | bulk=size2 | engines=- | gimbal=- deg | TundraExploration/Parts/GiganXL/TE_21_DXL_Utility.cfg
1411 | TE_20_CargoRodan | Rodan Cargo Pod | cat=Pods | mass=0.900000 t | bulk=None | engines=- | gimbal=- deg | TundraExploration/Parts/RodanV2/TE_CD2_CARGO.cfg
1412 | TE_18_DRAGONV2_POD | Rodan Command Pod | cat=Pods | mass=3.400000 t | bulk=None | engines=- 228 kN | gimbal=- deg | TundraExploration/Parts/RodanV2/TE_CD2_POD.cfg
1413 | TE_CD2_POD_DROGUES | Rodan Drogue Parachutes | cat=Utility | mass=0.030000 t | bulk=size1, srf | engines=- | gimbal=- deg | TundraExploration/Parts/RodanV2/TE_CD2_POD_DROGUES.cfg
1414 | TE_18_DRAGONV2_POD_I4 | Rodan Tourism Command Pod | cat=Pods | mass=3.400000 t | bulk=None | engines=- 228 kN | gimbal=- deg | TundraExploration/Parts/RodanV2/TE_CD2_POD_I4.cfg
1415 | TE_CD2_POD_MAINS | Rodan Main Parachutes | cat=Utility | mass=0.050000 t | bulk=size1, srf | engines=- | gimbal=- deg | TundraExploration/Parts/RodanV2/TE_CD2_POD_MAINS.cfg
1416 | TE_18_DRAGONV2_HEATSHIELD | PICA-K Advanced Heatshield | cat=Thermal | mass=0.640000 t | bulk=size2 | engines=- | gimbal=- deg | TundraExploration/Parts/RodanV2/TE_CD2_SHIELD.cfg
1417 | TE_18_DRAGONV2_TRUNK | RVS-42 Unpressurized Cargo Trunk | cat=Payload | mass=0.500000 t | bulk=None | engines=- | gimbal=- deg | TundraExploration/Parts/RodanV2/TE_CD2_TRUNK.cfg
1418 | TT_G1_AFT | Gaira Docking AFT | cat=Utility | mass=0.400000 t | bulk=size2 | engines=- | gimbal=- deg | TundraTechnologies/Parts/Gaira/TT_G1_AFT.cfg
1419 | TT_G1_BASE | Gaira Base Station | cat=Utility | mass=0.600000 t | bulk=size2 | engines=- | gimbal=- deg | TundraTechnologies/Parts/Gaira/TT_G1_BASE.cfg
1420 | TT_G1_RCS | Advanced 3-way G1 RCS Thruster | cat=Control | mass=0.080000 t | bulk=srf | engines=- | gimbal=- deg | TundraTechnologies/Parts/Gaira/TT_G1_RCS.cfg
1421 | TT_G1_SOLAR | WK-45 1x5 Solar Array | cat=Electrical | mass=0.150000 t | bulk=size2 | engines=- | gimbal=- deg | TundraTechnologies/Parts/Gaira/TT_G1_SOLAR.cfg
1422 | TT_G1_Thuster | Advanced 1-way Boost Engine | cat=Control | mass=0.080000 t | bulk=srf | engines=- | gimbal=- deg | TundraTechnologies/Parts/Gaira/TT_G1_Thuster.cfg
1423 | TT_G1_TOP | Gaira Window Dome Top part crew Haven-1 Haven | cat=Utility | mass=0.400000 t | bulk=size2 | engines=- | gimbal=- deg | TundraTechnologies/Parts/Gaira/TT_G1_TOP.cfg
1424 | TT_19_IRI_ADAPTER | T-63 Payload adapter | cat=Structural | mass=0.400000 t | bulk=size1, srf | engines=- | gimbal=- deg | TundraTechnologies/Parts/Sats/TT_19_IRI_ADAPTER.cfg
1425 | TT_19_IRI_AIRONE | Communotron 04 Aviation Relay Antenna | cat=Communication | mass=0.100000 t | bulk=srf | engines=- | gimbal=- deg | TundraTechnologies/Parts/Sats/TT_19_IRI_AIRONE.cfg
1426 | TT_19_IRI_ANTENNA_1 | HG-6 Phased Array Antenna | cat=Communication | mass=0.100000 t | bulk=srf | engines=- | gimbal=- deg | TundraTechnologies/Parts/Sats/TT_19_IRI_ANTENNA_1.cfg
1427 | TT_19_IRI_ANTENNA_2 | Communotron 42 | cat=Communication | mass=0.100000 t | bulk=srf | engines=- | gimbal=- deg | TundraTechnologies/Parts/Sats/TT_19_IRI_ANTENNA_2.cfg
1428 | TT_19_IRI_BODY | IRD-66 "Dysprosium" Probe Core | cat=Pods | mass=0.130000 t | bulk=srf | engines=- | gimbal=- deg | TundraTechnologies/Parts/Sats/TT_19_IRI_BODY.cfg
1429 | TT_19_IRI_SOLAR | WK-49 1x2 Solar Array | cat=Electrical | mass=0.100000 t | bulk=size1 | engines=- | gimbal=- deg | TundraTechnologies/Parts/Sats/TT_19_IRI_SOLAR.cfg
